name,taxid,preferred name,phylum,class,order,family,genus
Treponema pedis,409322, ,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema
Borrelia crocidurae,29520, ,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Clostridium beijerinckii,1520, ,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium
Enterococcus casseliflavus,37734, ,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
Ralstonia pickettii,329, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
Bifidobacterium adolescentis,1680, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Stenotrophomonas maltophilia,40324, ,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas
Francisella philomiragia,28110, ,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella
Pantoea agglomerans,549, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
Aeromonas caviae,648, ,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
Vibrio fluvialis,676, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Pediococcus acidilactici,1254, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
Butyrivibrio fibrisolvens,831, ,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio
Pseudomonas stutzeri,316,Stutzerimonas stutzeri,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas
Zymomonas mobilis,542, ,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas
Phaeobacter gallaeciensis,60890, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter
Vibrio nigripulchritudo,28173, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Pectobacterium carotovorum,554, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium
Pseudomonas umsongensis,198618, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Vibrio coralliilyticus,190893, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Thermus thermophilus,274, ,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus
Staphylococcus warneri,1292, ,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Piscirickettsia salmonis,1238, ,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia
Streptococcus sanguinis,1305, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Veillonella atypica,39777, ,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella
Acinetobacter johnsonii,40214, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Bradyrhizobium elkanii,29448, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium
Rhizobium leguminosarum,384, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium
Streptococcus iniae,1346, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Bartonella birtlesii,111504, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella
Dickeya dianthicola,204039, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
Clostridiales bacterium,1898207, ,Bacillota,Clostridia,Eubacteriales,na,na
Acidaminococcus intestini,187327, ,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus
Chlamydophila pneumoniae,83558,Chlamydia pneumoniae,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia
Riemerella anatipestifer,34085, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella
Prevotella bivia,28125, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Staphylococcus capitis,29388, ,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Citrobacter braakii,57706, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Escherichia albertii,208962, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
Acinetobacter bereziniae,106648, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Prevotella denticola,28129, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Pseudomonas fuscovaginae,50340, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Sphingobium japonicum,332055,Sphingobium indicum,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
Staphylococcus hominis,1290, ,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Pseudomonas oleovorans,301,Ectopseudomonas oleovorans,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas
Candidatus Pelagibacter,198251, ,Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,na
Cronobacter dublinensis,413497, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Teredinibacter turnerae,2426, ,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter
Porphyromonas macacae,28115, ,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Cellulophaga baltica,76594, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga
Finegoldia magna,1260, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia
Rhodobacter sphaeroides,1063,Cereibacter sphaeroides,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter
Ochrobactrum intermedium,94625,Brucella intermedia,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella
Acinetobacter schindleri,108981, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Vibrio sinaloensis,379097, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Vibrio crassostreae,246167, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Methylobacterium extorquens,408,Methylorubrum extorquens,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum
Lactobacillus johnsonii,33959, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Enterococcus mundtii,53346, ,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
Desulfitobacterium hafniense,49338, ,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium
Veillonella parvula,29466, ,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella
Dickeya chrysanthemi,556, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
Marinobacter hydrocarbonoclasticus,2743,Marinobacter nauticus,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter
Pseudomonas fulva,47880, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Fusobacterium periodonticum,860, ,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
Clostridium sporogenes,1509, ,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium
Pseudoalteromonas piscicida,43662, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Bacteroides cellulosilyticus,246787, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Achromobacter undefined, , ,na,na,na,na,na
Bacteroides pyogenes,310300, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Xanthomonas sacchari,56458, ,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas
Leptospira licerasiae,447106, ,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira
Mycobacterium smegmatis,1772,Mycolicibacterium smegmatis,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
Candidatus Liberibacter,34019,Liberibacter,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,na
Weissella ceti,759620, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella
Streptococcus constellatus,76860, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Lachnospiraceae bacterium,1898203, ,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,na
Enterococcus gallinarum,1353, ,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
Porphyromonas crevioricanis,393921, ,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Xenorhabdus nematophila,628, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
Geobacillus thermoglucosidasius,1426,Parageobacillus thermoglucosidasius,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Parageobacillus
Brevibacillus borstelensis,45462, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
Pandoraea pnomenusa,93220, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
Clostridium symbiosum,1512,[Clostridium] symbiosum,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
Borrelia afzelii,29518,Borreliella afzelii,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella
Brevibacillus agri,51101, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
Chlamydia pecorum,85991, ,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia
Streptomyces aureofaciens,1894,Kitasatospora aureofaciens,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora
Streptomyces griseolus,1909, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Staphylococcus saprophyticus,29385, ,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Bacteroides sartorii,671267,Phocaeicola sartorii,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Pantoea stewartii,66269, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
Rhodococcus pyridinivorans,103816, ,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus
Cycloclasticus pugetii,34068, ,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus
Mycobacterium kansasii,1768, ,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
Enterococcus hirae,1354, ,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
butyrate-producing bacterium,2811711, ,na,na,na,na,na
Bacillus coagulans,1398,Heyndrickxia coagulans,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia
Sphingomonas wittichii,160791,Rhizorhabdus wittichii,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus
Acidiphilium multivorum,62140, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acidocellaceae,Acidiphilium
Corynebacterium pseudodiphtheriticum,37637, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Mobiluncus mulieris,2052, ,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Mobiluncus
Pediococcus pentosaceus,1255, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
Pseudomonas protegens,380021, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Staphylococcus schleiferi,1295, ,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Rickettsia tamurae,334545, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
Achromobacter xylosoxidans,85698, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
Prevotella amnii,419005, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Nitrosococcus oceani,1229, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus
Photorhabdus luminescens,29488, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
Eggerthella lenta,84112, ,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella
Clostridium acetobutylicum,1488, ,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium
Bifidobacterium indicum,1691, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Halomonas titanicae,664683,Vreelandella titanicae,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Vreelandella
Burkholderia gladioli,28095, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Streptomyces lavendulae,1914, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Shewanella putrefaciens,24, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Pseudoalteromonas marina,267375, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Dickeya zeae,204042, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
Pseudoalteromonas citrea,43655, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Yersinia ruckeri,29486, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
Bacteroides thetaiotaomicron,818, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Brachyspira pilosicoli,52584, ,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira
Peptoniphilus lacrimalis,33031, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus
Lactobacillus ruminis,1623,Ligilactobacillus ruminis,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
Prevotella oris,28135,Segatella oris,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella
Afipia broomeae,56946, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Afipia
Bifidobacterium gallinarum,78344,Bifidobacterium pullorum subsp. gallinarum,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Clostridium bifermentans,1490,Paraclostridium bifermentans,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium
Anoxybacillus ayderensis,265546, ,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus
Brevibacillus laterosporus,1465, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
Vibrio navarrensis,29495, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Rothia aeria,172042, ,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia
Vibrio tasmaniensis,212663, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Thermotoga maritima,2336, ,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Acinetobacter ursingii,108980, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Gluconobacter thailandicus,257438, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter
Rhodopirellula baltica,265606, ,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula
Pseudomonas viridiflava,33069, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Thermus scotoductus,37636, ,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus
Arcobacter butzleri,28197,Aliarcobacter butzleri,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter
Granulibacter bethesdensis,364410, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Granulibacter
Acinetobacter guillouiae,106649, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Ruminococcus gnavus,33038,Mediterraneibacter gnavus,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter
Bibersteinia trehalosi,47735, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia
Rhizobium etli,29449, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium
Sulfitobacter pontiacus,60137, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter
Streptococcus oralis,1303, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Ralstonia eutropha,106590,Cupriavidus necator,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Porphyromonas canoris,36875, ,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Pseudomonas chloritidismutans,203192,Stutzerimonas chloritidismutans,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas
Selenomonas artemidis,671224, ,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas
Acinetobacter oleivorans,1148157, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Dickeya dadantii,204038, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
Streptomyces virginiae,1961, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Nocardia brasiliensis,37326, ,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia
Prevotella melaninogenica,28132, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Lysinibacillus fusiformis,28031, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus
Serratia fonticola,47917, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
Capnocytophaga cynodegmi,28189, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
Borrelia hermsii,140, ,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Neisseria sicca,490, ,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria
Vibrio fischeri,668,Aliivibrio fischeri,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
Prevotella timonensis,386414,Hoylesella timonensis,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella
Clostridium scindens,29347,[Clostridium] scindens,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
Rhodococcus ruber,1830, ,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus
Mesorhizobium australicum,536018, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium
Streptomyces griseorubens,66897, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Micromonospora aurantiaca,47850, ,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora
Bifidobacterium catenulatum,1686, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Rickettsia felis,42862, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
Streptomyces ruber,83378, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces bikiniensis,1896, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Azotobacter vinelandii,354, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
Streptococcus tigurinus,1077464,Streptococcus oralis subsp. tigurinus,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Citrobacter rodentium,67825, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
Pectobacterium wasabiae,55208, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium
Enterococcus columbae,1355, ,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
Enterococcus cecorum,44008, ,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
Bacteroides massiliensis,204516,Phocaeicola massiliensis,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Acinetobacter gerneri,202952, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
candidate division,67811, ,na,na,na,na,na
Oligotropha carboxidovorans,40137,Afipia carboxidovorans,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Afipia
Rickettsia typhi,785, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
Deinococcus radiodurans,1299, ,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Halobacillus trueperi,156205, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Halobacillus
Acinetobacter baylyi,202950, ,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Sulfobacillus acidophilus,53633, ,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus
Lachnoclostridium phytofermentans,66219, ,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
